Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2019,2019 Annual,Injury Deaths - Ages 35-44,California,1,49,,50.1,47.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 45-54,California,2,60.4,,61.6,59.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 5-14,California,,3.5,,3.8,3.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 55-64,California,11,68.9,,70.2,67.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Ages 65-74,California,8,60.4,,62,58.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - American Indian/Alaskan Native,California,,35.1,,37.8,32.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Asian/Pacific Islander,California,,25,,25.7,24.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Black,California,,67,,68.8,65.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Female,California,2,28.7,,29.1,28.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Hispanic,California,,39.8,,40.5,39.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - Male,California,2,75.2,,76,74.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Injury Deaths - White,California,2,56,,56.5,55.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2015-2017
2019,2019 Annual,Insufficient Sleep,California,25,34.4,-0.03,35.6,33.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Insufficient Sleep - $25-$49,999",California,27,36.5,-0.16,39.8,33.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Insufficient Sleep - $50-$74,999",California,41,39.0,0.81,42.9,35.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Insufficient Sleep - $75,000 or More",California,30,32.4,-0.18,34.5,30.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Ages 18-44,California,12,35.0,-0.79,36.6,33.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Ages 45-64,California,23,36.7,-0.29,38.8,34.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Ages 65+,California,42,29.0,0.49,31.9,26.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - American Indian/Alaskan Native,California,,50.5,,63.6,37.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Asian,California,,41.9,,46.2,37.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Black,California,,49.9,,55.1,44.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - College Grad,California,31,31.2,0.17,33.1,29.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Female,California,25,33.8,-0.3,35.5,32.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - High School Grad,California,27,37.9,-0.14,40.9,34.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Hispanic,California,,33.2,,35.1,31.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Insufficient Sleep - Less Than $25,000",California,6,35.8,-1.18,38.3,33.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Less Than High School,California,4,30.2,-1.2,33.2,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Male,California,22,35.1,-0.4,36.7,33.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Multiracial,California,,41.3,,48.9,33.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Other Race,California,,44.2,,53.4,34.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - Some College,California,29,38.9,0.05,41.4,36.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Insufficient Sleep - White,California,4,29.1,-1.37,30.7,27.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Low Birthweight,California,8,6.9,-1.18,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Black/African American,California,,11.8,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - College Graduate,California,15,6.4,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - High School Graduate,California,3,7.1,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Hispanic,California,,6.6,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Less Than High School,California,1,7.2,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 15-19,California,3,7.3,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 20-24,California,5,6.6,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 25-29,California,6,6.3,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 30-34,California,7,6.5,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 35-39,California,6,7.5,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Mother Ages 40-44,California,,9.5,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - Some College,California,6,6.9,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Low Birthweight - White,California,2,5.8,,,,"CDC WONDER Online Database, Natality public-use data",2017
2019,2019 Annual,Median Household Income,California,12,70489,0.73,72905.7,68072.3,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2018
2019,2019 Annual,Meningococcal Immunization,California,25,85.6,-0.13,90,79.7,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Meningococcal Immunization - Above Poverty,California,23,86.4,,91.2,79.4,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Meningococcal Immunization - Below Poverty,California,,82.4,,91.3,67.8,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Meningococcal Immunization - Black,California,,,,,,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Meningococcal Immunization - Hispanic,California,,85.4,,91.4,76.3,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Meningococcal Immunization - White,California,28,84.8,,91.9,73.1,"CDC, National Immunization Survey-Teen",2018
2019,2019 Annual,Mental Health Providers,California,12,356.2,0.95,,,"U.S. HHS, Centers for Medicare & Medicaid Services, National Plan and Provider Enumeration System, Sept. 2019; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2019
2019,2019 Annual,Mental illness,California,3,5.4,-1,7.1,3.8,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Neighborhood Amenities,California,3,55.4,1.52,59.6,51.3,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Neighborhood violence,California,1,1.6,-1.81,2.5,0.8,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Obesity,California,5,25.8,-1.33,26.9,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Obesity - $25-$49,999",California,4,29.0,-1.37,31.8,26.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Obesity - $50-$74,999",California,10,31.1,-0.92,34.7,27.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Obesity - $75,000 or More",California,1,22.0,-1.66,23.8,20.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Ages 18-44,California,4,23.3,-1.16,24.9,21.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Ages 45-64,California,5,30.3,-1.31,32.3,28.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Ages 65+,California,4,24.2,-1.36,26.6,21.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - American Indian/Alaskan Native,California,,34.5,,47.4,21.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Asian,California,,10.9,,13.6,8.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Black,California,,40.0,,45.4,34.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - College Grad,California,2,18.2,-1.54,19.7,16.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Female,California,5,25.6,-1.22,27.2,24.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - High School Grad,California,7,31.6,-1.24,34.5,28.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Hispanic,California,,33.3,,35.2,31.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Obesity - Less Than $25,000",California,11,34.7,-0.82,37.3,32.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Less Than High School,California,20,35.3,-0.3,38.5,32.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Male,California,3,26.0,-1.38,27.5,24.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Multiracial,California,,24.8,,31.9,17.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Other Race,California,,26.3,,35.5,17.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - Some College,California,3,30.0,-1.37,32.4,27.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Obesity - White,California,3,22.8,-1.73,24.3,21.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Occupational Fatalities,California,2,2.8,-0.86,3,2.6,"U.S. Bureau of Labor Statistics, Census of Fatal Occupational Injuries; U.S. Bureau of Economic Analysis",2015-2017
2019,2019 Annual,Overall,California,12,0.398,0.398,,,America's Health Rankings composite measure,2019
2019,2019 Annual,Parent or guardian death,California,1,1.7,-1.62,2.6,0.9,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Parent or guardian divorce or separation,California,15,21.5,-0.63,25,18,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Parent or guardian time in jail,California,6,4.4,-1.16,6,2.7,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Per Capita Income,California,11,37124,0.696,37316,36932,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2018
2019,2019 Annual,Per Capita Income - Blacks,California,6,30011,1.228,30776,29246,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2018
2019,2019 Annual,Per Capita Income - Hispanics,California,17,20722,0.044,20894,20550,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2018
2019,2019 Annual,Per Capita Income - Non-Hispanic Whites,California,1,53830,2,54249,53411,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2018
2019,2019 Annual,Pertussis,California,31,6.5,0.14,,,"CDC, National Notifiable Diseases Surveillance System",2017
2019,2019 Annual,Physical Inactivity,California,10,21.0,-0.73,22,20,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Physical Inactivity - $25-$49,999",California,20,27.0,-0.47,29.9,24,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Physical Inactivity - $50-$74,999",California,19,20.2,-0.19,23.5,17,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Physical Inactivity - $75,000 or More",California,8,10.6,-0.96,11.9,9.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Ages 18-44,California,25,18.3,-0.35,19.7,17,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Ages 45-64,California,14,22.9,-0.63,24.6,21.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Ages 65+,California,3,24.6,-1.45,27.2,22,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - American Indian/Alaskan Native,California,,21.4,,31.8,11,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Asian,California,,19.2,,22.7,15.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Black,California,,22.6,,26.8,18.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - College Grad,California,13,11.5,-0.54,12.8,10.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Female,California,12,22.5,-0.9,24,21,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - High School Grad,California,7,26.6,-1.29,29.4,23.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Hispanic,California,,27.0,,28.7,25.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Physical Inactivity - Less Than $25,000",California,8,34.4,-1.09,36.9,32,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Less Than High School,California,5,36.6,-1.32,39.5,33.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Male,California,11,19.5,-0.65,20.8,18.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Multiracial,California,,18.5,,25.6,11.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Other Race,California,,13.5,,19.6,7.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - Some College,California,7,19.9,-1.18,21.9,17.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Physical Inactivity - White,California,6,16.8,-1.26,18.1,15.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Policy,California,23,0.032,0.032,,,America's Health Rankings composite measure,2019
2019,2019 Annual,Population under 18 years,California,32,23.4,0.27,,,"U.S. Census Bureau, American Community Survey, IPUMS National Historical Geographic Information System, University of Minnesota",2013-2017
2019,2019 Annual,Premature Death,California,1,5665,-1.18,5697,5632,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
2019,2019 Annual,Preventable Hospitalizations,California,9,36.2,-1.16,36.4,35.9,The Dartmouth Atlas of Health Care,2015
2019,2019 Annual,Primary Care Physicians,California,28,141.4,-0.47,,,"Special data request for information on active state licensed physicians provided by Redi-Data, Inc., Sept. 23, 2019; U.S. Census Bureau Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2019
2019,2019 Annual,Public Health Funding,California,12,114,0.61,,,"Trust for America’s Health; U.S. HHS; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2017-2018
2019,2019 Annual,Receiving public assistance,California,25,26.4,0.04,,,"U.S. Census Bureau, American Community Survey, IPUMS National Historical Geographic Information System, University of Minnesota",2013-2017
2019,2019 Annual,Salmonella,California,20,13.6,-0.5,,,"CDC, National Notifiable Diseases Surveillance System",2017
2019,2019 Annual,Seat Belt Use,California,2,93.0,1.29,93.7,92.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Seat Belt Use - $25-$49,999",California,1,94.2,1.03,95.8,92.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"Seat Belt Use - $50-$74,999",California,4,92.7,0.87,94.7,90.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"Seat Belt Use - $75,000 or More",California,3,94.4,0.87,95.4,93.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Ages 18 to 44,California,1,91.0,1.07,92.1,89.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Ages 45 to 64,California,3,94.7,0.83,95.6,93.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Ages 65+,California,4,95.1,0.93,96.6,93.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Am. Indian,California,,86.6,,96.9,76.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Asian,California,,91.5,,94.1,89,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Black,California,,91.9,,94.9,88.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - College Grad,California,3,94.6,0.76,95.5,93.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Female,California,2,94.9,0.98,95.8,94,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Hawaiian PI,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - High School Grad,California,2,92.0,0.87,93.7,90.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Hispanic,California,,93.8,,94.9,92.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,"Seat Belt Use - Less Than $25,000",California,1,94.1,1.08,95.4,92.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Less Than High School,California,1,95.2,1.05,96.5,93.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Male,California,1,91.0,0.95,92,90,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - Multiracial,California,,92.0,,96.4,87.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Seat Belt Use - Other Race,California,,92.9,,97.5,88.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Seat Belt Use - Some College,California,2,94.2,0.94,95.5,92.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Seat Belt Use - White,California,3,93.0,0.97,93.9,92,"CDC, Behavioral Risk Factor Surveillance System",2017
2019,2019 Annual,Severe Housing Problems,California,49,26.9,2,,,"U.S. Department of Housing and Urban Development, Comprehensive Housing Affordability Strategy (CHAS)",2012-2016
2019,2019 Annual,Smoking,California,2,11.2,-1.48,12,10.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Smoking - $25-$49,999",California,2,12.8,-1.94,15,10.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Smoking - $50-$74,999",California,17,13.8,-0.47,16.6,11,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Smoking - $75,000 or More",California,8,7.7,-0.84,8.9,6.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Ages 18-44,California,2,12.6,-1.08,13.8,11.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Ages 45-64,California,2,12.4,-1.33,13.8,10.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Ages 65+,California,2,5.8,-1.68,7.1,4.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - American Indian/Alaskan Native,California,,23.6,,35.1,12.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Asian,California,,7.2,,9.4,5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Black,California,,13.5,,17.5,9.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - College Grad,California,7,5.3,-0.78,6.1,4.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Female,California,2,7.8,-1.64,8.7,6.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - High School Grad,California,3,16.2,-1.53,18.4,14,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Hispanic,California,,11.3,,12.6,10,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Smoking - Less Than $25,000",California,1,16.7,-1.63,18.7,14.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Less Than High School,California,1,13.5,-1.6,15.6,11.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Male,California,7,14.8,-0.86,16.1,13.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Multiracial,California,,19.0,,25.1,12.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Other Race,California,,14.1,,20.3,7.9,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - Some College,California,5,14.1,-1.01,16,12.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Smoking - White,California,4,11.7,-1.34,12.9,10.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke,California,7,2.6,-0.97,2.9,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Stroke - $25-$49,999",California,6,2.9,-1.06,3.8,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Stroke - $50-$74,999",California,,3.0,,4.3,1.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Stroke - $75,000 or More",California,,1.7,,2.3,1.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Ages 18-44,California,,.7,,0.9,0.4,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Ages 45-64,California,17,3.2,-0.64,4,2.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Ages 65+,California,8,6.4,-1.08,7.6,5.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - American Indian/Alaskan Native,California,,,,8,0,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Asian,California,,,,2.3,0.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Black,California,,4.6,,6.4,2.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - College Grad,California,,2.0,,2.5,1.5,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Female,California,10,2.5,-0.97,3.1,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Hawaiian/Pacific Islander,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - High School Grad,California,6,3.2,-1.36,4.3,2.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Hispanic,California,,1.9,,2.4,1.3,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,"Stroke - Less Than $25,000",California,2,4.3,-1.67,5.3,3.2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Less Than High School,California,,2.7,,3.7,1.8,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Male,California,9,2.6,-0.96,3.1,2.1,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Multiracial,California,,,,11.4,2,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Other Race,California,,,,5,0.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - Some College,California,24,3.7,-0.21,4.6,2.7,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Stroke - White,California,19,3.2,-0.37,3.8,2.6,"CDC, Behavioral Risk Factor Surveillance System",2018
2019,2019 Annual,Substance misuse,California,10,7.4,-0.47,9.8,5,"U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB), Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health",2016-2017
2019,2019 Annual,Suicide,California,6,11,-0.73,11.4,10.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
2019,2019 Annual,Suicide - Ages 15-24,California,,9.8,,10.6,9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
2019,2019 Annual,Suicide - Ages 25-34,California,,11.9,,12.7,11,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
2019,2019 Annual,Suicide - Ages 35-44,California,,11.8,,12.7,10.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
2019,2019 Annual,Suicide - Ages 45-54,California,,14.6,,15.6,13.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2017
